StudentID,Subject,Term,Grade
S0070,History,Q2,B
S0070,History,Q3,D
S0070,History,Q4,C
S0071,Math,Q1,F
S0071,Math,Q2,D
S0071,Math,Q3,B
S0071,Math,Q4,B
S0071,English,Q1,F
S0071,English,Q2,D
S0071,English,Q3,D
S0071,English,Q4,D
S0071,Science,Q1,A
S0071,Science,Q2,A
S0071,Science,Q3,C
S0071,Science,Q4,C
S0071,History,Q1,A
S0071,History,Q2,D
S0071,History,Q3,A
S0071,History,Q4,C
S0072,Math,Q1,A
S0072,Math,Q2,A
S0072,Math,Q3,D
S0072,Math,Q4,D
S0072,English,Q1,A
S0072,English,Q2,A
S0072,English,Q3,D
S0072,English,Q4,C
S0072,Science,Q1,A
S0072,Science,Q2,F
S0072,Science,Q3,A
S0072,Science,Q4,A
S0072,History,Q1,D
S0072,History,Q2,D
S0072,History,Q3,F
S0072,History,Q4,C
S0073,Math,Q1,B
S0073,Math,Q2,F
S0073,Math,Q3,C
S0073,Math,Q4,C
S0073,English,Q1,C
S0073,English,Q2,D
S0073,English,Q3,D
S0073,English,Q4,A
S0073,Science,Q1,F
S0073,Science,Q2,D
S0073,Science,Q3,D
S0073,Science,Q4,D
S0073,History,Q1,A
S0073,History,Q2,D
S0073,History,Q3,D
S0073,History,Q4,D
S0074,Math,Q1,B
S0074,Math,Q2,A
S0074,Math,Q3,F
S0074,Math,Q4,B
S0074,English,Q1,B
S0074,English,Q2,F
S0074,English,Q3,B
S0074,English,Q4,C
S0074,Science,Q1,F
S0074,Science,Q2,A
S0074,Science,Q3,C
S0074,Science,Q4,B
S0074,History,Q1,A
S0074,History,Q2,F
S0074,History,Q3,B
S0074,History,Q4,A
S0075,Math,Q1,C
S0075,Math,Q2,B
S0075,Math,Q3,D
S0075,Math,Q4,B
S0075,English,Q1,C
S0075,English,Q2,F
S0075,English,Q3,D
S0075,English,Q4,F
S0075,Science,Q1,B
S0075,Science,Q2,B
S0075,Science,Q3,D
S0075,Science,Q4,D
S0075,History,Q1,C
S0075,History,Q2,A
S0075,History,Q3,F
S0075,History,Q4,F
S0076,Math,Q1,A
S0076,Math,Q2,B
S0076,Math,Q3,A
S0076,Math,Q4,C
S0076,English,Q1,F
S0076,English,Q2,F
S0076,English,Q3,C
S0076,English,Q4,C
S0076,Science,Q1,D
S0076,Science,Q2,D
S0076,Science,Q3,F
S0076,Science,Q4,F
S0076,History,Q1,F
S0076,History,Q2,A
S0076,History,Q3,A
S0076,History,Q4,B
S0077,Math,Q1,B
S0077,Math,Q2,C
S0077,Math,Q3,D
S0077,Math,Q4,B
S0077,English,Q1,A
S0077,English,Q2,F
S0077,English,Q3,B
S0077,English,Q4,D
S0077,Science,Q1,A
S0077,Science,Q2,A
S0077,Science,Q3,F
S0077,Science,Q4,F
S0077,History,Q1,A
S0077,History,Q2,B
S0077,History,Q3,C
S0077,History,Q4,D
S0078,Math,Q1,A
S0078,Math,Q2,A
S0078,Math,Q3,D
S0078,Math,Q4,B
S0078,English,Q1,A
S0078,English,Q2,D
S0078,English,Q3,B
S0078,English,Q4,D
S0078,Science,Q1,A
S0078,Science,Q2,B
S0078,Science,Q3,C
S0078,Science,Q4,C
S0078,History,Q1,F
S0078,History,Q2,C
S0078,History,Q3,F
S0078,History,Q4,A
S0079,Math,Q1,C
S0079,Math,Q2,A
S0079,Math,Q3,D
S0079,Math,Q4,D
S0079,English,Q1,D
S0079,English,Q2,A
S0079,English,Q3,D
S0079,English,Q4,D
S0079,Science,Q1,B
S0079,Science,Q2,F
S0079,Science,Q3,D
S0079,Science,Q4,C
S0079,History,Q1,F
S0079,History,Q2,D
S0079,History,Q3,B
S0079,History,Q4,D
S0080,Math,Q1,A
S0080,Math,Q2,B
S0080,Math,Q3,C
S0080,Math,Q4,B
S0080,English,Q1,D
S0080,English,Q2,F
S0080,English,Q3,D
S0080,English,Q4,B
S0080,Science,Q1,B
S0080,Science,Q2,A
S0080,Science,Q3,F
S0080,Science,Q4,B
S0080,History,Q1,B
S0080,History,Q2,C
S0080,History,Q3,C
S0080,History,Q4,C
S0081,Math,Q1,A
S0081,Math,Q2,F
S0081,Math,Q3,A
S0081,Math,Q4,D
S0081,English,Q1,F
S0081,English,Q2,C
S0081,English,Q3,A
S0081,English,Q4,F
S0081,Science,Q1,D
S0081,Science,Q2,F
S0081,Science,Q3,D
S0081,Science,Q4,B
S0081,History,Q1,F
S0081,History,Q2,D
S0081,History,Q3,A
S0081,History,Q4,F
S0082,Math,Q1,B
S0082,Math,Q2,C
S0082,Math,Q3,A
S0082,Math,Q4,A
S0082,English,Q1,A
S0082,English,Q2,A
S0082,English,Q3,D
S0082,English,Q4,D
S0082,Science,Q1,C
S0082,Science,Q2,F
S0082,Science,Q3,C
S0082,Science,Q4,F
S0082,History,Q1,C
S0082,History,Q2,B
S0082,History,Q3,F
S0082,History,Q4,B
S0083,Math,Q1,A
S0083,Math,Q2,A
S0083,Math,Q3,C
S0083,Math,Q4,D
S0083,English,Q1,A
S0083,English,Q2,B
S0083,English,Q3,C
S0083,English,Q4,D
S0083,Science,Q1,A
S0083,Science,Q2,F
S0083,Science,Q3,F
S0083,Science,Q4,D
S0083,History,Q1,A
S0083,History,Q2,D
S0083,History,Q3,C
S0083,History,Q4,F
S0084,Math,Q1,B
S0084,Math,Q2,D
S0084,Math,Q3,C
S0084,Math,Q4,F
S0084,English,Q1,A
S0084,English,Q2,C
S0084,English,Q3,C
S0084,English,Q4,D
S0084,Science,Q1,F
S0084,Science,Q2,A
S0084,Science,Q3,C
S0084,Science,Q4,F
S0084,History,Q1,B
S0084,History,Q2,A
S0084,History,Q3,C
S0084,History,Q4,D
S0085,Math,Q1,A
S0085,Math,Q2,B
S0085,Math,Q3,D
S0085,Math,Q4,F
S0085,English,Q1,F
S0085,English,Q2,A
S0085,English,Q3,B
S0085,English,Q4,D
S0085,Science,Q1,D
S0085,Science,Q2,C
S0085,Science,Q3,C
S0085,Science,Q4,A
S0085,History,Q1,B
S0085,History,Q2,A
S0085,History,Q3,A
S0085,History,Q4,C
S0086,Math,Q1,A
S0086,Math,Q2,A
S0086,Math,Q3,F
S0086,Math,Q4,F
S0086,English,Q1,C
S0086,English,Q2,D
S0086,English,Q3,C
S0086,English,Q4,C
S0086,Science,Q1,D
S0086,Science,Q2,B
S0086,Science,Q3,F
S0086,Science,Q4,F
S0086,History,Q1,A
S0086,History,Q2,F
S0086,History,Q3,C
S0086,History,Q4,B
S0087,Math,Q1,D
S0087,Math,Q2,C
S0087,Math,Q3,A
S0087,Math,Q4,D
S0087,English,Q1,B
S0087,English,Q2,F
S0087,English,Q3,B
S0087,English,Q4,F
S0087,Science,Q1,C
S0087,Science,Q2,A
S0087,Science,Q3,D
S0087,Science,Q4,B
S0087,History,Q1,C
S0087,History,Q2,C
S0087,History,Q3,B
S0087,History,Q4,B
S0088,Math,Q1,A
S0088,Math,Q2,C
S0088,Math,Q3,B
S0088,Math,Q4,F
S0088,English,Q1,C
S0088,English,Q2,A
S0088,English,Q3,C
S0088,English,Q4,C
S0088,Science,Q1,A
S0088,Science,Q2,A
S0088,Science,Q3,B
S0088,Science,Q4,C
S0088,History,Q1,B
S0088,History,Q2,C
S0088,History,Q3,D
S0088,History,Q4,A
S0089,Math,Q1,A
S0089,Math,Q2,D
S0089,Math,Q3,F
S0089,Math,Q4,F
S0089,English,Q1,D
S0089,English,Q2,C
S0089,English,Q3,A
S0089,English,Q4,C
S0089,Science,Q1,A
S0089,Science,Q2,B
S0089,Science,Q3,F
S0089,Science,Q4,A
S0089,History,Q1,F
S0089,History,Q2,C
S0089,History,Q3,A
S0089,History,Q4,F
S0090,Math,Q1,A
S0090,Math,Q2,C
S0090,Math,Q3,A
S0090,Math,Q4,C
S0090,English,Q1,A
S0090,English,Q2,B
S0090,English,Q3,A
S0090,English,Q4,A
S0090,Science,Q1,D
S0090,Science,Q2,C
S0090,Science,Q3,A
S0090,Science,Q4,C
S0090,History,Q1,C
S0090,History,Q2,A
S0090,History,Q3,C
S0090,History,Q4,D
S0091,Math,Q1,F
S0091,Math,Q2,F
S0091,Math,Q3,B
S0091,Math,Q4,B
S0091,English,Q1,B
S0091,English,Q2,D
S0091,English,Q3,D
S0091,English,Q4,F
S0091,Science,Q1,B
S0091,Science,Q2,D
S0091,Science,Q3,F
S0091,Science,Q4,F
S0091,History,Q1,F
S0091,History,Q2,C
S0091,History,Q3,D
S0091,History,Q4,B
S0092,Math,Q1,F
S0092,Math,Q2,D
S0092,Math,Q3,F
S0092,Math,Q4,B
S0092,English,Q1,A
S0092,English,Q2,F
S0092,English,Q3,B
S0092,English,Q4,C
S0092,Science,Q1,B
S0092,Science,Q2,B
S0092,Science,Q3,F
S0092,Science,Q4,A
S0092,History,Q1,D
S0092,History,Q2,A
S0092,History,Q3,C
S0092,History,Q4,D
S0093,Math,Q1,B
S0093,Math,Q2,D
S0093,Math,Q3,A
S0093,Math,Q4,D
S0093,English,Q1,A
S0093,English,Q2,B
S0093,English,Q3,C
S0093,English,Q4,A
S0093,Science,Q1,B
S0093,Science,Q2,D
S0093,Science,Q3,B
S0093,Science,Q4,F
S0093,History,Q1,C
S0093,History,Q2,F
S0093,History,Q3,A
S0093,History,Q4,B
S0094,Math,Q1,C
S0094,Math,Q2,F
S0094,Math,Q3,A
S0094,Math,Q4,F
S0094,English,Q1,B
S0094,English,Q2,D
S0094,English,Q3,D
S0094,English,Q4,F
S0094,Science,Q1,C
S0094,Science,Q2,B
S0094,Science,Q3,D
S0094,Science,Q4,C
S0094,History,Q1,B
S0094,History,Q2,D
S0094,History,Q3,C
S0094,History,Q4,B
S0095,Math,Q1,A
S0095,Math,Q2,C
S0095,Math,Q3,C
S0095,Math,Q4,F
S0095,English,Q1,C
S0095,English,Q2,C
S0095,English,Q3,D
S0095,English,Q4,F
S0095,Science,Q1,A
S0095,Science,Q2,C
S0095,Science,Q3,A
S0095,Science,Q4,F
S0095,History,Q1,F
S0095,History,Q2,C
S0095,History,Q3,A
S0095,History,Q4,C
S0096,Math,Q1,D
S0096,Math,Q2,B
S0096,Math,Q3,A
S0096,Math,Q4,F
S0096,English,Q1,D
S0096,English,Q2,F
S0096,English,Q3,F
S0096,English,Q4,F
S0096,Science,Q1,D
S0096,Science,Q2,D
S0096,Science,Q3,B
S0096,Science,Q4,B
S0096,History,Q1,A
S0096,History,Q2,B
S0096,History,Q3,B
S0096,History,Q4,A
S0097,Math,Q1,C
S0097,Math,Q2,B
S0097,Math,Q3,B
S0097,Math,Q4,B
S0097,English,Q1,B
S0097,English,Q2,F
S0097,English,Q3,F
S0097,English,Q4,B
S0097,Science,Q1,A
S0097,Science,Q2,F
S0097,Science,Q3,D
S0097,Science,Q4,A
S0097,History,Q1,B
S0097,History,Q2,C
S0097,History,Q3,A
S0097,History,Q4,F
S0098,Math,Q1,B
S0098,Math,Q2,D
S0098,Math,Q3,A
S0098,Math,Q4,C
S0098,English,Q1,A
S0098,English,Q2,A
S0098,English,Q3,C
S0098,English,Q4,B
S0098,Science,Q1,F
S0098,Science,Q2,D
S0098,Science,Q3,D
S0098,Science,Q4,D
S0098,History,Q1,F
S0098,History,Q2,C
S0098,History,Q3,D
S0098,History,Q4,A
S0099,Math,Q1,D
S0099,Math,Q2,B
S0099,Math,Q3,D
S0099,Math,Q4,A
S0099,English,Q1,B
S0099,English,Q2,D
S0099,English,Q3,C
S0099,English,Q4,D
S0099,Science,Q1,F
S0099,Science,Q2,F
S0099,Science,Q3,D
S0099,Science,Q4,D
S0099,History,Q1,B
S0099,History,Q2,D
S0099,History,Q3,F
S0099,History,Q4,A
S0100,Math,Q1,C
S0100,Math,Q2,B
S0100,Math,Q3,D
S0100,Math,Q4,B
S0100,English,Q1,F
S0100,English,Q2,A
S0100,English,Q3,F
S0100,English,Q4,F
S0100,Science,Q1,B
S0100,Science,Q2,B
S0100,Science,Q3,B
S0100,Science,Q4,A
S0100,History,Q1,F
S0100,History,Q2,D
S0100,History,Q3,A
S0100,History,Q4,A
S0101,Math,Q1,F
S0101,Math,Q2,F
S0101,Math,Q3,F
S0101,Math,Q4,B
S0101,English,Q1,C
S0101,English,Q2,D
S0101,English,Q3,D
S0101,English,Q4,A
S0101,Science,Q1,D
S0101,Science,Q2,C
S0101,Science,Q3,A
S0101,Science,Q4,F
S0101,History,Q1,D
S0101,History,Q2,B
S0101,History,Q3,A
S0101,History,Q4,A
S0102,Math,Q1,F
S0102,Math,Q2,F
S0102,Math,Q3,D
S0102,Math,Q4,B
S0102,English,Q1,D
S0102,English,Q2,D
S0102,English,Q3,F
S0102,English,Q4,B
S0102,Science,Q1,F
S0102,Science,Q2,A
S0102,Science,Q3,D
S0102,Science,Q4,F
S0102,History,Q1,F
S0102,History,Q2,D
S0102,History,Q3,A
S0102,History,Q4,A
S0103,Math,Q1,D
S0103,Math,Q2,D
S0103,Math,Q3,F
S0103,Math,Q4,F
S0103,English,Q1,A
S0103,English,Q2,B
S0103,English,Q3,D
S0103,English,Q4,F
S0103,Science,Q1,A
S0103,Science,Q2,C
S0103,Science,Q3,B
S0103,Science,Q4,C
S0103,History,Q1,B
S0103,History,Q2,F
S0103,History,Q3,C
S0103,History,Q4,D
S0104,Math,Q1,C
S0104,Math,Q2,F
S0104,Math,Q3,A
S0104,Math,Q4,D
S0104,English,Q1,F
S0104,English,Q2,A
S0104,English,Q3,D
S0104,English,Q4,F
S0104,Science,Q1,B
S0104,Science,Q2,B
S0104,Science,Q3,C
S0104,Science,Q4,A
S0104,History,Q1,F
S0104,History,Q2,F
S0104,History,Q3,D
S0104,History,Q4,F
S0105,Math,Q1,D
S0105,Math,Q2,A
S0105,Math,Q3,B
S0105,Math,Q4,A
S0105,English,Q1,A
S0105,English,Q2,F
S0105,English,Q3,A
S0105,English,Q4,F
S0105,Science,Q1,B
S0105,Science,Q2,C
S0105,Science,Q3,F
S0105,Science,Q4,A
S0105,History,Q1,F
S0105,History,Q2,F
S0105,History,Q3,C
S0105,History,Q4,C
S0106,Math,Q1,C
S0106,Math,Q2,F
S0106,Math,Q3,D
S0106,Math,Q4,F
S0106,English,Q1,F
S0106,English,Q2,A
S0106,English,Q3,C
S0106,English,Q4,F
S0106,Science,Q1,B
S0106,Science,Q2,B
S0106,Science,Q3,C
S0106,Science,Q4,D
S0106,History,Q1,C
S0106,History,Q2,F
S0106,History,Q3,D
S0106,History,Q4,D
S0107,Math,Q1,B
S0107,Math,Q2,D
S0107,Math,Q3,A
S0107,Math,Q4,B
S0107,English,Q1,A
S0107,English,Q2,B
S0107,English,Q3,A
S0107,English,Q4,F
S0107,Science,Q1,A
S0107,Science,Q2,D
S0107,Science,Q3,D
S0107,Science,Q4,D
S0107,History,Q1,C
S0107,History,Q2,A
S0107,History,Q3,C
S0107,History,Q4,F
S0108,Math,Q1,F
S0108,Math,Q2,D
S0108,Math,Q3,C
S0108,Math,Q4,B
S0108,English,Q1,A
S0108,English,Q2,F
S0108,English,Q3,D
S0108,English,Q4,F
S0108,Science,Q1,A
S0108,Science,Q2,B
S0108,Science,Q3,D
S0108,Science,Q4,F
S0108,History,Q1,B
S0108,History,Q2,C
S0108,History,Q3,B
S0108,History,Q4,D
S0109,Math,Q1,A
S0109,Math,Q2,B
S0109,Math,Q3,D
S0109,Math,Q4,F
S0109,English,Q1,F
S0109,English,Q2,D
S0109,English,Q3,A
S0109,English,Q4,C
S0109,Science,Q1,A
S0109,Science,Q2,C
S0109,Science,Q3,C
S0109,Science,Q4,D
S0109,History,Q1,F
S0109,History,Q2,A
S0109,History,Q3,B
S0109,History,Q4,D
S0110,Math,Q1,B
S0110,Math,Q2,A
S0110,Math,Q3,C
S0110,Math,Q4,B
S0110,English,Q1,A
S0110,English,Q2,D
S0110,English,Q3,C
S0110,English,Q4,D
S0110,Science,Q1,B
S0110,Science,Q2,C
S0110,Science,Q3,D
S0110,Science,Q4,F
S0110,History,Q1,F
S0110,History,Q2,C
S0110,History,Q3,C
S0110,History,Q4,B
S0111,Math,Q1,B
S0111,Math,Q2,A
S0111,Math,Q3,D
S0111,Math,Q4,F
S0111,English,Q1,B
S0111,English,Q2,D
S0111,English,Q3,B
S0111,English,Q4,A
S0111,Science,Q1,C
S0111,Science,Q2,F
S0111,Science,Q3,D
S0111,Science,Q4,D
S0111,History,Q1,D
S0111,History,Q2,B
S0111,History,Q3,A
S0111,History,Q4,F
S0112,Math,Q1,C
S0112,Math,Q2,A
S0112,Math,Q3,D
S0112,Math,Q4,F
S0112,English,Q1,C
S0112,English,Q2,D
S0112,English,Q3,C
S0112,English,Q4,A
S0112,Science,Q1,A
S0112,Science,Q2,C
S0112,Science,Q3,D
S0112,Science,Q4,D
S0112,History,Q1,C
S0112,History,Q2,D
S0112,History,Q3,D
S0112,History,Q4,B
S0113,Math,Q1,A
S0113,Math,Q2,F
S0113,Math,Q3,F
S0113,Math,Q4,D
S0113,English,Q1,F
S0113,English,Q2,C
S0113,English,Q3,D
S0113,English,Q4,C
S0113,Science,Q1,B
S0113,Science,Q2,C
S0113,Science,Q3,C
S0113,Science,Q4,C
S0113,History,Q1,B
S0113,History,Q2,C
S0113,History,Q3,C
S0113,History,Q4,F
S0114,Math,Q1,D
S0114,Math,Q2,D
S0114,Math,Q3,D
S0114,Math,Q4,B
S0114,English,Q1,F
S0114,English,Q2,B
S0114,English,Q3,F
S0114,English,Q4,F
S0114,Science,Q1,A
S0114,Science,Q2,D
S0114,Science,Q3,B
S0114,Science,Q4,B
S0114,History,Q1,D
S0114,History,Q2,D
S0114,History,Q3,F
S0114,History,Q4,C
S0115,Math,Q1,A
S0115,Math,Q2,D
S0115,Math,Q3,A
S0115,Math,Q4,A
S0115,English,Q1,C
S0115,English,Q2,C
S0115,English,Q3,A
S0115,English,Q4,B
S0115,Science,Q1,F
S0115,Science,Q2,B
S0115,Science,Q3,D
S0115,Science,Q4,B
S0115,History,Q1,F
S0115,History,Q2,D
S0115,History,Q3,F
S0115,History,Q4,F
S0116,Math,Q1,B
S0116,Math,Q2,B
S0116,Math,Q3,F
S0116,Math,Q4,B
S0116,English,Q1,B
S0116,English,Q2,F
S0116,English,Q3,F
S0116,English,Q4,F
S0116,Science,Q1,D
S0116,Science,Q2,B
S0116,Science,Q3,B
S0116,Science,Q4,C
S0116,History,Q1,C
S0116,History,Q2,D
S0116,History,Q3,F
S0116,History,Q4,D
S0117,Math,Q1,B
S0117,Math,Q2,F
S0117,Math,Q3,D
S0117,Math,Q4,D
S0117,English,Q1,A
S0117,English,Q2,A
S0117,English,Q3,B
S0117,English,Q4,C
S0117,Science,Q1,D
S0117,Science,Q2,C
S0117,Science,Q3,D
S0117,Science,Q4,C
S0117,History,Q1,F
S0117,History,Q2,A
S0117,History,Q3,F
S0117,History,Q4,C
S0118,Math,Q1,B
S0118,Math,Q2,D
S0118,Math,Q3,A
S0118,Math,Q4,C
S0118,English,Q1,F
S0118,English,Q2,B
S0118,English,Q3,D
S0118,English,Q4,B
S0118,Science,Q1,D
S0118,Science,Q2,B
S0118,Science,Q3,C
S0118,Science,Q4,A
S0118,History,Q1,D
S0118,History,Q2,A
S0118,History,Q3,A
S0118,History,Q4,A
S0119,Math,Q1,B
S0119,Math,Q2,D
S0119,Math,Q3,D
S0119,Math,Q4,C
S0119,English,Q1,D
S0119,English,Q2,A
S0119,English,Q3,F
S0119,English,Q4,D
S0119,Science,Q1,A
S0119,Science,Q2,C
S0119,Science,Q3,F
S0119,Science,Q4,A
S0119,History,Q1,F
S0119,History,Q2,A
S0119,History,Q3,A
S0119,History,Q4,A
S0120,Math,Q1,F
S0120,Math,Q2,A
S0120,Math,Q3,D
S0120,Math,Q4,D
S0120,English,Q1,C
S0120,English,Q2,F
S0120,English,Q3,C
S0120,English,Q4,C
S0120,Science,Q1,C
S0120,Science,Q2,C
S0120,Science,Q3,B
S0120,Science,Q4,A
S0120,History,Q1,A
S0120,History,Q2,A
S0120,History,Q3,D
S0120,History,Q4,F
S0121,Math,Q1,C
S0121,Math,Q2,D
S0121,Math,Q3,B
S0121,Math,Q4,D
S0121,English,Q1,C
S0121,English,Q2,B
S0121,English,Q3,A
S0121,English,Q4,C
S0121,Science,Q1,B
S0121,Science,Q2,B
S0121,Science,Q3,C
S0121,Science,Q4,F
S0121,History,Q1,F
S0121,History,Q2,F
S0121,History,Q3,D
S0121,History,Q4,B
S0122,Math,Q1,A
S0122,Math,Q2,D
S0122,Math,Q3,B
S0122,Math,Q4,B
S0122,English,Q1,A
S0122,English,Q2,D
S0122,English,Q3,D
S0122,English,Q4,C
S0122,Science,Q1,D
S0122,Science,Q2,F
S0122,Science,Q3,A
S0122,Science,Q4,A
S0122,History,Q1,D
S0122,History,Q2,A
S0122,History,Q3,F
S0122,History,Q4,D
S0123,Math,Q1,A
S0123,Math,Q2,A
S0123,Math,Q3,D
S0123,Math,Q4,A
S0123,English,Q1,B
S0123,English,Q2,C
S0123,English,Q3,A
S0123,English,Q4,B
S0123,Science,Q1,C
S0123,Science,Q2,A
S0123,Science,Q3,A
S0123,Science,Q4,D
S0123,History,Q1,C
S0123,History,Q2,B
S0123,History,Q3,B
S0123,History,Q4,D
S0124,Math,Q1,D
S0124,Math,Q2,C
S0124,Math,Q3,B
S0124,Math,Q4,C
S0124,English,Q1,F
S0124,English,Q2,C
S0124,English,Q3,D
S0124,English,Q4,C
S0124,Science,Q1,B
S0124,Science,Q2,D
S0124,Science,Q3,C
S0124,Science,Q4,A
S0124,History,Q1,C
S0124,History,Q2,B
S0124,History,Q3,C
S0124,History,Q4,D
S0125,Math,Q1,D
S0125,Math,Q2,C
S0125,Math,Q3,A
S0125,Math,Q4,A
S0125,English,Q1,D
S0125,English,Q2,A
S0125,English,Q3,B
S0125,English,Q4,F
S0125,Science,Q1,C
S0125,Science,Q2,F
S0125,Science,Q3,C
S0125,Science,Q4,B
S0125,History,Q1,F
S0125,History,Q2,F
S0125,History,Q3,D
S0125,History,Q4,C
S0126,Math,Q1,C
S0126,Math,Q2,F
S0126,Math,Q3,F
S0126,Math,Q4,D
S0126,English,Q1,C
S0126,English,Q2,F
S0126,English,Q3,B
S0126,English,Q4,A
S0126,Science,Q1,C
S0126,Science,Q2,A
S0126,Science,Q3,C
S0126,Science,Q4,C
S0126,History,Q1,B
S0126,History,Q2,F
S0126,History,Q3,B
S0126,History,Q4,B
S0127,Math,Q1,A
S0127,Math,Q2,A
S0127,Math,Q3,D
S0127,Math,Q4,C
S0127,English,Q1,B
S0127,English,Q2,A
S0127,English,Q3,B
S0127,English,Q4,B
S0127,Science,Q1,F
S0127,Science,Q2,D
S0127,Science,Q3,D
S0127,Science,Q4,C
S0127,History,Q1,C
S0127,History,Q2,C
S0127,History,Q3,B
S0127,History,Q4,B
S0128,Math,Q1,B
S0128,Math,Q2,F
S0128,Math,Q3,C
S0128,Math,Q4,C
S0128,English,Q1,D
S0128,English,Q2,F
S0128,English,Q3,D
S0128,English,Q4,D
S0128,Science,Q1,C
S0128,Science,Q2,A
S0128,Science,Q3,C
S0128,Science,Q4,D
S0128,History,Q1,D
S0128,History,Q2,B
S0128,History,Q3,C
S0128,History,Q4,D
S0129,Math,Q1,C
S0129,Math,Q2,F
S0129,Math,Q3,D
S0129,Math,Q4,B
S0129,English,Q1,F
S0129,English,Q2,B
S0129,English,Q3,C
S0129,English,Q4,A
S0129,Science,Q1,F
S0129,Science,Q2,A
S0129,Science,Q3,D
S0129,Science,Q4,D
S0129,History,Q1,A
S0129,History,Q2,A
S0129,History,Q3,A
S0129,History,Q4,F
S0130,Math,Q1,F
S0130,Math,Q2,D
S0130,Math,Q3,F
S0130,Math,Q4,C
S0130,English,Q1,C
S0130,English,Q2,B
S0130,English,Q3,F
S0130,English,Q4,F
S0130,Science,Q1,B
S0130,Science,Q2,F
S0130,Science,Q3,F
S0130,Science,Q4,B
S0130,History,Q1,A
S0130,History,Q2,D
S0130,History,Q3,C
S0130,History,Q4,B
S0131,Math,Q1,A
S0131,Math,Q2,B
S0131,Math,Q3,F
S0131,Math,Q4,B
S0131,English,Q1,D
S0131,English,Q2,C
S0131,English,Q3,F
S0131,English,Q4,C
S0131,Science,Q1,F
S0131,Science,Q2,D
S0131,Science,Q3,A
S0131,Science,Q4,B
S0131,History,Q1,C
S0131,History,Q2,F
S0131,History,Q3,F
S0131,History,Q4,A
S0132,Math,Q1,A
S0132,Math,Q2,C
S0132,Math,Q3,C
S0132,Math,Q4,D
S0132,English,Q1,F
S0132,English,Q2,F
S0132,English,Q3,F
S0132,English,Q4,A
S0132,Science,Q1,C
S0132,Science,Q2,F
S0132,Science,Q3,C
S0132,Science,Q4,B
S0132,History,Q1,C
S0132,History,Q2,C
S0132,History,Q3,D
S0132,History,Q4,C
S0133,Math,Q1,A
S0133,Math,Q2,B
S0133,Math,Q3,B
S0133,Math,Q4,C
S0133,English,Q1,B
S0133,English,Q2,C
S0133,English,Q3,C
S0133,English,Q4,A
S0133,Science,Q1,D
S0133,Science,Q2,A
S0133,Science,Q3,F
S0133,Science,Q4,A
S0133,History,Q1,D
S0133,History,Q2,B
S0133,History,Q3,A
S0133,History,Q4,B
S0134,Math,Q1,F
S0134,Math,Q2,C
S0134,Math,Q3,F
S0134,Math,Q4,C
S0134,English,Q1,B
S0134,English,Q2,C
S0134,English,Q3,D
S0134,English,Q4,F
S0134,Science,Q1,C
S0134,Science,Q2,C
S0134,Science,Q3,F
S0134,Science,Q4,A
S0134,History,Q1,D
S0134,History,Q2,B
S0134,History,Q3,A
S0134,History,Q4,B
S0135,Math,Q1,F
S0135,Math,Q2,B
S0135,Math,Q3,A
S0135,Math,Q4,A
S0135,English,Q1,A
S0135,English,Q2,B
S0135,English,Q3,D
S0135,English,Q4,C
S0135,Science,Q1,B
S0135,Science,Q2,A
S0135,Science,Q3,F
S0135,Science,Q4,A
S0135,History,Q1,C
S0135,History,Q2,C
S0135,History,Q3,C
S0135,History,Q4,D
S0136,Math,Q1,F
S0136,Math,Q2,F
S0136,Math,Q3,F
S0136,Math,Q4,B
S0136,English,Q1,D
S0136,English,Q2,D
S0136,English,Q3,A
S0136,English,Q4,D
S0136,Science,Q1,A
S0136,Science,Q2,C
S0136,Science,Q3,A
S0136,Science,Q4,D
S0136,History,Q1,A
S0136,History,Q2,F
S0136,History,Q3,C
S0136,History,Q4,A
S0137,Math,Q1,D
S0137,Math,Q2,B
S0137,Math,Q3,D
S0137,Math,Q4,B
S0137,English,Q1,B
S0137,English,Q2,D
S0137,English,Q3,D
S0137,English,Q4,B
S0137,Science,Q1,C
S0137,Science,Q2,B
S0137,Science,Q3,B
S0137,Science,Q4,D
S0137,History,Q1,C
S0137,History,Q2,D
S0137,History,Q3,B
S0137,History,Q4,A
S0138,Math,Q1,D
S0138,Math,Q2,F
S0138,Math,Q3,F
S0138,Math,Q4,A
S0138,English,Q1,C
S0138,English,Q2,D
S0138,English,Q3,A
S0138,English,Q4,D
S0138,Science,Q1,F
S0138,Science,Q2,F
S0138,Science,Q3,B
S0138,Science,Q4,D
S0138,History,Q1,F
S0138,History,Q2,F
S0138,History,Q3,D
S0138,History,Q4,D
S0139,Math,Q1,C
S0139,Math,Q2,B
S0139,Math,Q3,B
S0139,Math,Q4,F
S0139,English,Q1,F
S0139,English,Q2,F
S0139,English,Q3,D
S0139,English,Q4,B
S0139,Science,Q1,D
S0139,Science,Q2,F
S0139,Science,Q3,A
S0139,Science,Q4,F
S0139,History,Q1,C
S0139,History,Q2,C
S0139,History,Q3,C
S0139,History,Q4,C
S0140,Math,Q1,A
S0140,Math,Q2,F
S0140,Math,Q3,F
S0140,Math,Q4,B
S0140,English,Q1,F
S0140,English,Q2,C
S0140,English,Q3,D
S0140,English,Q4,F
S0140,Science,Q1,B
S0140,Science,Q2,F
S0140,Science,Q3,B
