StudentID,Date,Status
S0067,1/13/2023,Present
S0067,1/14/2023,Late
S0067,1/15/2023,Absent
S0067,1/16/2023,Present
S0067,1/17/2023,Present
S0067,1/18/2023,Absent
S0067,1/19/2023,Absent
S0067,1/20/2023,Absent
S0067,1/21/2023,Absent
S0067,1/22/2023,Late
S0067,1/23/2023,Late
S0067,1/24/2023,Absent
S0067,1/25/2023,Present
S0067,1/26/2023,Absent
S0067,1/27/2023,Present
S0067,1/28/2023,Present
S0067,1/29/2023,Late
S0067,1/30/2023,Late
S0067,1/31/2023,Present
S0067,2/1/2023,Present
S0067,2/2/2023,Absent
S0067,2/3/2023,Absent
S0067,2/4/2023,Absent
S0067,2/5/2023,Present
S0067,2/6/2023,Absent
S0067,2/7/2023,Present
S0067,2/8/2023,Absent
S0067,2/9/2023,Present
S0067,2/10/2023,Late
S0067,2/11/2023,Late
S0067,2/12/2023,Present
S0067,2/13/2023,Late
S0067,2/14/2023,Present
S0067,2/15/2023,Late
S0067,2/16/2023,Late
S0067,2/17/2023,Late
S0067,2/18/2023,Late
S0067,2/19/2023,Absent
S0068,1/1/2023,Absent
S0068,1/2/2023,Absent
S0068,1/3/2023,Late
S0068,1/4/2023,Late
S0068,1/5/2023,Late
S0068,1/6/2023,Absent
S0068,1/7/2023,Late
S0068,1/8/2023,Late
S0068,1/9/2023,Absent
S0068,1/10/2023,Absent
S0068,1/11/2023,Present
S0068,1/12/2023,Absent
S0068,1/13/2023,Late
S0068,1/14/2023,Late
S0068,1/15/2023,Present
S0068,1/16/2023,Late
S0068,1/17/2023,Absent
S0068,1/18/2023,Absent
S0068,1/19/2023,Late
S0068,1/20/2023,Present
S0068,1/21/2023,Late
S0068,1/22/2023,Late
S0068,1/23/2023,Late
S0068,1/24/2023,Late
S0068,1/25/2023,Absent
S0068,1/26/2023,Late
S0068,1/27/2023,Absent
S0068,1/28/2023,Late
S0068,1/29/2023,Absent
S0068,1/30/2023,Present
S0068,1/31/2023,Absent
S0068,2/1/2023,Present
S0068,2/2/2023,Present
S0068,2/3/2023,Late
S0068,2/4/2023,Absent
S0068,2/5/2023,Absent
S0068,2/6/2023,Late
S0068,2/7/2023,Late
S0068,2/8/2023,Late
S0068,2/9/2023,Present
S0068,2/10/2023,Late
S0068,2/11/2023,Late
S0068,2/12/2023,Absent
S0068,2/13/2023,Present
S0068,2/14/2023,Present
S0068,2/15/2023,Late
S0068,2/16/2023,Late
S0068,2/17/2023,Absent
S0068,2/18/2023,Late
S0068,2/19/2023,Absent
S0069,1/1/2023,Late
S0069,1/2/2023,Present
S0069,1/3/2023,Present
S0069,1/4/2023,Present
S0069,1/5/2023,Late
S0069,1/6/2023,Late
S0069,1/7/2023,Absent
S0069,1/8/2023,Present
S0069,1/9/2023,Absent
S0069,1/10/2023,Late
S0069,1/11/2023,Absent
S0069,1/12/2023,Late
S0069,1/13/2023,Present
S0069,1/14/2023,Late
S0069,1/15/2023,Present
S0069,1/16/2023,Absent
S0069,1/17/2023,Absent
S0069,1/18/2023,Late
S0069,1/19/2023,Late
S0069,1/20/2023,Absent
S0069,1/21/2023,Present
S0069,1/22/2023,Present
S0069,1/23/2023,Late
S0069,1/24/2023,Present
S0069,1/25/2023,Absent
S0069,1/26/2023,Absent
S0069,1/27/2023,Late
S0069,1/28/2023,Late
S0069,1/29/2023,Present
S0069,1/30/2023,Absent
S0069,1/31/2023,Absent
S0069,2/1/2023,Present
S0069,2/2/2023,Late
S0069,2/3/2023,Late
S0069,2/4/2023,Late
S0069,2/5/2023,Late
S0069,2/6/2023,Late
S0069,2/7/2023,Late
S0069,2/8/2023,Late
S0069,2/9/2023,Late
S0069,2/10/2023,Present
S0069,2/11/2023,Absent
S0069,2/12/2023,Absent
S0069,2/13/2023,Absent
S0069,2/14/2023,Late
S0069,2/15/2023,Late
S0069,2/16/2023,Late
S0069,2/17/2023,Late
S0069,2/18/2023,Present
S0069,2/19/2023,Late
S0070,1/1/2023,Absent
S0070,1/2/2023,Late
S0070,1/3/2023,Late
S0070,1/4/2023,Present
S0070,1/5/2023,Present
S0070,1/6/2023,Absent
S0070,1/7/2023,Late
S0070,1/8/2023,Late
S0070,1/9/2023,Present
S0070,1/10/2023,Absent
S0070,1/11/2023,Absent
S0070,1/12/2023,Present
S0070,1/13/2023,Present
S0070,1/14/2023,Late
S0070,1/15/2023,Absent
S0070,1/16/2023,Absent
S0070,1/17/2023,Present
S0070,1/18/2023,Present
S0070,1/19/2023,Present
S0070,1/20/2023,Absent
S0070,1/21/2023,Present
S0070,1/22/2023,Absent
S0070,1/23/2023,Present
S0070,1/24/2023,Absent
S0070,1/25/2023,Present
S0070,1/26/2023,Absent
S0070,1/27/2023,Late
S0070,1/28/2023,Late
S0070,1/29/2023,Absent
S0070,1/30/2023,Late
S0070,1/31/2023,Late
S0070,2/1/2023,Late
S0070,2/2/2023,Absent
S0070,2/3/2023,Absent
S0070,2/4/2023,Late
S0070,2/5/2023,Absent
S0070,2/6/2023,Late
S0070,2/7/2023,Absent
S0070,2/8/2023,Absent
S0070,2/9/2023,Late
S0070,2/10/2023,Absent
S0070,2/11/2023,Late
S0070,2/12/2023,Absent
S0070,2/13/2023,Present
S0070,2/14/2023,Present
S0070,2/15/2023,Late
S0070,2/16/2023,Present
S0070,2/17/2023,Absent
S0070,2/18/2023,Late
S0070,2/19/2023,Absent
S0071,1/1/2023,Present
S0071,1/2/2023,Late
S0071,1/3/2023,Late
S0071,1/4/2023,Late
S0071,1/5/2023,Present
S0071,1/6/2023,Late
S0071,1/7/2023,Present
S0071,1/8/2023,Absent
S0071,1/9/2023,Absent
S0071,1/10/2023,Present
S0071,1/11/2023,Late
S0071,1/12/2023,Present
S0071,1/13/2023,Late
S0071,1/14/2023,Absent
S0071,1/15/2023,Present
S0071,1/16/2023,Late
S0071,1/17/2023,Absent
S0071,1/18/2023,Present
S0071,1/19/2023,Present
S0071,1/20/2023,Absent
S0071,1/21/2023,Late
S0071,1/22/2023,Absent
S0071,1/23/2023,Present
S0071,1/24/2023,Late
S0071,1/25/2023,Present
S0071,1/26/2023,Present
S0071,1/27/2023,Absent
S0071,1/28/2023,Absent
S0071,1/29/2023,Absent
S0071,1/30/2023,Absent
S0071,1/31/2023,Absent
S0071,2/1/2023,Absent
S0071,2/2/2023,Present
S0071,2/3/2023,Present
S0071,2/4/2023,Present
S0071,2/5/2023,Late
S0071,2/6/2023,Absent
S0071,2/7/2023,Present
S0071,2/8/2023,Absent
S0071,2/9/2023,Absent
S0071,2/10/2023,Present
S0071,2/11/2023,Present
S0071,2/12/2023,Late
S0071,2/13/2023,Absent
S0071,2/14/2023,Present
S0071,2/15/2023,Present
S0071,2/16/2023,Late
S0071,2/17/2023,Absent
S0071,2/18/2023,Present
S0071,2/19/2023,Present
S0072,1/1/2023,Absent
S0072,1/2/2023,Absent
S0072,1/3/2023,Late
S0072,1/4/2023,Absent
S0072,1/5/2023,Late
S0072,1/6/2023,Absent
S0072,1/7/2023,Absent
S0072,1/8/2023,Absent
S0072,1/9/2023,Absent
S0072,1/10/2023,Late
S0072,1/11/2023,Late
S0072,1/12/2023,Present
S0072,1/13/2023,Present
S0072,1/14/2023,Late
S0072,1/15/2023,Late
S0072,1/16/2023,Absent
S0072,1/17/2023,Absent
S0072,1/18/2023,Late
S0072,1/19/2023,Absent
S0072,1/20/2023,Present
S0072,1/21/2023,Late
S0072,1/22/2023,Absent
S0072,1/23/2023,Present
S0072,1/24/2023,Late
S0072,1/25/2023,Late
S0072,1/26/2023,Late
S0072,1/27/2023,Absent
S0072,1/28/2023,Absent
S0072,1/29/2023,Present
S0072,1/30/2023,Absent
S0072,1/31/2023,Absent
S0072,2/1/2023,Late
S0072,2/2/2023,Present
S0072,2/3/2023,Late
S0072,2/4/2023,Absent
S0072,2/5/2023,Late
S0072,2/6/2023,Absent
S0072,2/7/2023,Late
S0072,2/8/2023,Present
S0072,2/9/2023,Present
S0072,2/10/2023,Late
S0072,2/11/2023,Present
S0072,2/12/2023,Late
S0072,2/13/2023,Late
S0072,2/14/2023,Late
S0072,2/15/2023,Absent
S0072,2/16/2023,Late
S0072,2/17/2023,Late
S0072,2/18/2023,Present
S0072,2/19/2023,Late
S0073,1/1/2023,Late
S0073,1/2/2023,Present
S0073,1/3/2023,Present
S0073,1/4/2023,Late
S0073,1/5/2023,Late
S0073,1/6/2023,Late
S0073,1/7/2023,Present
S0073,1/8/2023,Late
S0073,1/9/2023,Late
S0073,1/10/2023,Present
S0073,1/11/2023,Absent
S0073,1/12/2023,Late
S0073,1/13/2023,Present
S0073,1/14/2023,Present
S0073,1/15/2023,Late
S0073,1/16/2023,Late
S0073,1/17/2023,Present
S0073,1/18/2023,Present
S0073,1/19/2023,Absent
S0073,1/20/2023,Present
S0073,1/21/2023,Present
S0073,1/22/2023,Late
S0073,1/23/2023,Late
S0073,1/24/2023,Absent
S0073,1/25/2023,Present
S0073,1/26/2023,Late
S0073,1/27/2023,Late
S0073,1/28/2023,Absent
S0073,1/29/2023,Absent
S0073,1/30/2023,Late
S0073,1/31/2023,Present
S0073,2/1/2023,Absent
S0073,2/2/2023,Present
S0073,2/3/2023,Absent
S0073,2/4/2023,Absent
S0073,2/5/2023,Present
S0073,2/6/2023,Absent
S0073,2/7/2023,Present
S0073,2/8/2023,Late
S0073,2/9/2023,Absent
S0073,2/10/2023,Absent
S0073,2/11/2023,Absent
S0073,2/12/2023,Present
S0073,2/13/2023,Present
S0073,2/14/2023,Present
S0073,2/15/2023,Late
S0073,2/16/2023,Present
S0073,2/17/2023,Absent
S0073,2/18/2023,Present
S0073,2/19/2023,Present
S0074,1/1/2023,Absent
S0074,1/2/2023,Present
S0074,1/3/2023,Present
S0074,1/4/2023,Absent
S0074,1/5/2023,Absent
S0074,1/6/2023,Late
S0074,1/7/2023,Present
S0074,1/8/2023,Present
S0074,1/9/2023,Late
S0074,1/10/2023,Absent
S0074,1/11/2023,Present
S0074,1/12/2023,Present
S0074,1/13/2023,Late
S0074,1/14/2023,Present
S0074,1/15/2023,Absent
S0074,1/16/2023,Absent
S0074,1/17/2023,Present
S0074,1/18/2023,Absent
S0074,1/19/2023,Present
S0074,1/20/2023,Absent
S0074,1/21/2023,Absent
S0074,1/22/2023,Absent
S0074,1/23/2023,Absent
S0074,1/24/2023,Present
S0074,1/25/2023,Present
S0074,1/26/2023,Present
S0074,1/27/2023,Present
S0074,1/28/2023,Late
S0074,1/29/2023,Late
S0074,1/30/2023,Present
S0074,1/31/2023,Absent
S0074,2/1/2023,Late
S0074,2/2/2023,Late
S0074,2/3/2023,Absent
S0074,2/4/2023,Present
S0074,2/5/2023,Absent
S0074,2/6/2023,Present
S0074,2/7/2023,Absent
S0074,2/8/2023,Absent
S0074,2/9/2023,Late
S0074,2/10/2023,Absent
S0074,2/11/2023,Present
S0074,2/12/2023,Absent
S0074,2/13/2023,Present
S0074,2/14/2023,Absent
S0074,2/15/2023,Late
S0074,2/16/2023,Present
S0074,2/17/2023,Present
S0074,2/18/2023,Absent
S0074,2/19/2023,Late
S0075,1/1/2023,Late
S0075,1/2/2023,Late
S0075,1/3/2023,Present
S0075,1/4/2023,Present
S0075,1/5/2023,Late
S0075,1/6/2023,Late
S0075,1/7/2023,Present
S0075,1/8/2023,Absent
S0075,1/9/2023,Late
S0075,1/10/2023,Absent
S0075,1/11/2023,Absent
S0075,1/12/2023,Present
S0075,1/13/2023,Late
S0075,1/14/2023,Late
S0075,1/15/2023,Present
S0075,1/16/2023,Present
S0075,1/17/2023,Absent
S0075,1/18/2023,Late
S0075,1/19/2023,Present
S0075,1/20/2023,Present
S0075,1/21/2023,Late
S0075,1/22/2023,Absent
S0075,1/23/2023,Late
S0075,1/24/2023,Absent
S0075,1/25/2023,Present
S0075,1/26/2023,Present
S0075,1/27/2023,Absent
S0075,1/28/2023,Late
S0075,1/29/2023,Absent
S0075,1/30/2023,Late
S0075,1/31/2023,Present
S0075,2/1/2023,Present
S0075,2/2/2023,Present
S0075,2/3/2023,Absent
S0075,2/4/2023,Absent
S0075,2/5/2023,Late
S0075,2/6/2023,Absent
S0075,2/7/2023,Late
S0075,2/8/2023,Absent
S0075,2/9/2023,Absent
S0075,2/10/2023,Late
S0075,2/11/2023,Present
S0075,2/12/2023,Late
S0075,2/13/2023,Late
S0075,2/14/2023,Absent
S0075,2/15/2023,Present
S0075,2/16/2023,Present
S0075,2/17/2023,Late
S0075,2/18/2023,Late
S0075,2/19/2023,Late
S0076,1/1/2023,Present
S0076,1/2/2023,Absent
S0076,1/3/2023,Present
S0076,1/4/2023,Absent
S0076,1/5/2023,Late
S0076,1/6/2023,Present
S0076,1/7/2023,Present
S0076,1/8/2023,Late
S0076,1/9/2023,Late
S0076,1/10/2023,Absent
S0076,1/11/2023,Absent
S0076,1/12/2023,Present
S0076,1/13/2023,Late
S0076,1/14/2023,Late
S0076,1/15/2023,Absent
S0076,1/16/2023,Late
S0076,1/17/2023,Absent
S0076,1/18/2023,Late
S0076,1/19/2023,Absent
S0076,1/20/2023,Late
S0076,1/21/2023,Absent
S0076,1/22/2023,Absent
S0076,1/23/2023,Present
S0076,1/24/2023,Late
S0076,1/25/2023,Absent
S0076,1/26/2023,Absent
S0076,1/27/2023,Present
S0076,1/28/2023,Absent
S0076,1/29/2023,Late
S0076,1/30/2023,Absent
S0076,1/31/2023,Present
S0076,2/1/2023,Late
S0076,2/2/2023,Present
S0076,2/3/2023,Late
S0076,2/4/2023,Present
S0076,2/5/2023,Late
S0076,2/6/2023,Absent
S0076,2/7/2023,Present
S0076,2/8/2023,Present
S0076,2/9/2023,Late
S0076,2/10/2023,Present
S0076,2/11/2023,Absent
S0076,2/12/2023,Late
S0076,2/13/2023,Late
S0076,2/14/2023,Late
S0076,2/15/2023,Absent
S0076,2/16/2023,Absent
S0076,2/17/2023,Late
S0076,2/18/2023,Present
S0076,2/19/2023,Late
S0077,1/1/2023,Late
S0077,1/2/2023,Present
S0077,1/3/2023,Late
S0077,1/4/2023,Present
S0077,1/5/2023,Late
S0077,1/6/2023,Absent
S0077,1/7/2023,Late
S0077,1/8/2023,Present
S0077,1/9/2023,Absent
S0077,1/10/2023,Absent
S0077,1/11/2023,Late
S0077,1/12/2023,Absent
S0077,1/13/2023,Absent
S0077,1/14/2023,Present
S0077,1/15/2023,Late
S0077,1/16/2023,Present
S0077,1/17/2023,Present
S0077,1/18/2023,Absent
S0077,1/19/2023,Absent
S0077,1/20/2023,Present
S0077,1/21/2023,Absent
S0077,1/22/2023,Present
S0077,1/23/2023,Present
S0077,1/24/2023,Late
S0077,1/25/2023,Present
S0077,1/26/2023,Absent
S0077,1/27/2023,Late
S0077,1/28/2023,Late
S0077,1/29/2023,Absent
S0077,1/30/2023,Present
S0077,1/31/2023,Present
S0077,2/1/2023,Late
S0077,2/2/2023,Late
S0077,2/3/2023,Absent
S0077,2/4/2023,Late
S0077,2/5/2023,Present
S0077,2/6/2023,Present
S0077,2/7/2023,Absent
S0077,2/8/2023,Absent
S0077,2/9/2023,Present
S0077,2/10/2023,Absent
S0077,2/11/2023,Absent
S0077,2/12/2023,Late
S0077,2/13/2023,Late
S0077,2/14/2023,Late
S0077,2/15/2023,Present
S0077,2/16/2023,Present
S0077,2/17/2023,Present
S0077,2/18/2023,Late
S0077,2/19/2023,Absent
S0078,1/1/2023,Present
S0078,1/2/2023,Absent
S0078,1/3/2023,Late
S0078,1/4/2023,Late
S0078,1/5/2023,Absent
S0078,1/6/2023,Present
S0078,1/7/2023,Late
S0078,1/8/2023,Present
S0078,1/9/2023,Late
S0078,1/10/2023,Late
S0078,1/11/2023,Late
S0078,1/12/2023,Late
S0078,1/13/2023,Late
S0078,1/14/2023,Late
S0078,1/15/2023,Late
S0078,1/16/2023,Present
S0078,1/17/2023,Present
S0078,1/18/2023,Late
S0078,1/19/2023,Present
S0078,1/20/2023,Late
S0078,1/21/2023,Present
S0078,1/22/2023,Present
S0078,1/23/2023,Absent
S0078,1/24/2023,Late
S0078,1/25/2023,Present
S0078,1/26/2023,Late
S0078,1/27/2023,Late
S0078,1/28/2023,Absent
S0078,1/29/2023,Present
S0078,1/30/2023,Late
S0078,1/31/2023,Present
S0078,2/1/2023,Late
S0078,2/2/2023,Late
S0078,2/3/2023,Late
S0078,2/4/2023,Late
S0078,2/5/2023,Absent
S0078,2/6/2023,Late
S0078,2/7/2023,Late
S0078,2/8/2023,Absent
S0078,2/9/2023,Present
S0078,2/10/2023,Absent
S0078,2/11/2023,Late
S0078,2/12/2023,Late
S0078,2/13/2023,Late
S0078,2/14/2023,Present
S0078,2/15/2023,Absent
S0078,2/16/2023,Absent
S0078,2/17/2023,Absent
S0078,2/18/2023,Absent
S0078,2/19/2023,Present
S0079,1/1/2023,Late
S0079,1/2/2023,Late
S0079,1/3/2023,Absent
S0079,1/4/2023,Absent
S0079,1/5/2023,Absent
S0079,1/6/2023,Late
S0079,1/7/2023,Present
S0079,1/8/2023,Late
S0079,1/9/2023,Present
S0079,1/10/2023,Present
S0079,1/11/2023,Absent
S0079,1/12/2023,Absent
S0079,1/13/2023,Late
S0079,1/14/2023,Absent
S0079,1/15/2023,Absent
S0079,1/16/2023,Present
S0079,1/17/2023,Absent
S0079,1/18/2023,Present
S0079,1/19/2023,Absent
S0079,1/20/2023,Present
S0079,1/21/2023,Late
S0079,1/22/2023,Present
S0079,1/23/2023,Late
S0079,1/24/2023,Present
S0079,1/25/2023,Late
S0079,1/26/2023,Absent
S0079,1/27/2023,Present
S0079,1/28/2023,Present
S0079,1/29/2023,Present
S0079,1/30/2023,Present
S0079,1/31/2023,Absent
S0079,2/1/2023,Absent
S0079,2/2/2023,Present
S0079,2/3/2023,Late
S0079,2/4/2023,Late
S0079,2/5/2023,Present
S0079,2/6/2023,Present
S0079,2/7/2023,Absent
S0079,2/8/2023,Absent
S0079,2/9/2023,Present
S0079,2/10/2023,Late
S0079,2/11/2023,Late
S0079,2/12/2023,Absent
S0079,2/13/2023,Absent
S0079,2/14/2023,Present
S0079,2/15/2023,Present
S0079,2/16/2023,Absent
S0079,2/17/2023,Present
S0079,2/18/2023,Absent
S0079,2/19/2023,Present
S0080,1/1/2023,Absent
S0080,1/2/2023,Late
S0080,1/3/2023,Present
S0080,1/4/2023,Present
S0080,1/5/2023,Late
S0080,1/6/2023,Late
S0080,1/7/2023,Absent
S0080,1/8/2023,Present
S0080,1/9/2023,Late
S0080,1/10/2023,Absent
S0080,1/11/2023,Late
S0080,1/12/2023,Present
S0080,1/13/2023,Present
S0080,1/14/2023,Present
S0080,1/15/2023,Present
S0080,1/16/2023,Absent
S0080,1/17/2023,Absent
S0080,1/18/2023,Late
S0080,1/19/2023,Present
S0080,1/20/2023,Present
S0080,1/21/2023,Present
S0080,1/22/2023,Absent
S0080,1/23/2023,Present
S0080,1/24/2023,Absent
S0080,1/25/2023,Late
S0080,1/26/2023,Late
S0080,1/27/2023,Absent
S0080,1/28/2023,Present
S0080,1/29/2023,Present
S0080,1/30/2023,Late
S0080,1/31/2023,Present
S0080,2/1/2023,Late
S0080,2/2/2023,Present
S0080,2/3/2023,Absent
S0080,2/4/2023,Absent
S0080,2/5/2023,Absent
S0080,2/6/2023,Present
S0080,2/7/2023,Late
S0080,2/8/2023,Absent
S0080,2/9/2023,Present
S0080,2/10/2023,Late
S0080,2/11/2023,Late
S0080,2/12/2023,Late
S0080,2/13/2023,Present
S0080,2/14/2023,Absent
S0080,2/15/2023,Absent
S0080,2/16/2023,Absent
S0080,2/17/2023,Absent
S0080,2/18/2023,Late
S0080,2/19/2023,Late
S0081,1/1/2023,Present
S0081,1/2/2023,Absent
S0081,1/3/2023,Late
S0081,1/4/2023,Late
S0081,1/5/2023,Present
S0081,1/6/2023,Absent
S0081,1/7/2023,Late
S0081,1/8/2023,Absent
S0081,1/9/2023,Late
S0081,1/10/2023,Present
S0081,1/11/2023,Present
S0081,1/12/2023,Present
S0081,1/13/2023,Present
S0081,1/14/2023,Late
S0081,1/15/2023,Late
S0081,1/16/2023,Present
S0081,1/17/2023,Late
S0081,1/18/2023,Present
S0081,1/19/2023,Late
S0081,1/20/2023,Present
S0081,1/21/2023,Late
S0081,1/22/2023,Late
S0081,1/23/2023,Absent
S0081,1/24/2023,Absent
S0081,1/25/2023,Absent
S0081,1/26/2023,Absent
S0081,1/27/2023,Late
S0081,1/28/2023,Late
S0081,1/29/2023,Absent
S0081,1/30/2023,Present
S0081,1/31/2023,Present
S0081,2/1/2023,Present
S0081,2/2/2023,Present
S0081,2/3/2023,Present
S0081,2/4/2023,Present
S0081,2/5/2023,Absent
S0081,2/6/2023,Late
S0081,2/7/2023,Absent
S0081,2/8/2023,Late
S0081,2/9/2023,Late
S0081,2/10/2023,Absent
S0081,2/11/2023,Absent
S0081,2/12/2023,Late
S0081,2/13/2023,Late
S0081,2/14/2023,Present
S0081,2/15/2023,Present
S0081,2/16/2023,Absent
S0081,2/17/2023,Absent
S0081,2/18/2023,Late
S0081,2/19/2023,Absent
S0082,1/1/2023,Absent
S0082,1/2/2023,Absent
S0082,1/3/2023,Present
S0082,1/4/2023,Late
S0082,1/5/2023,Late
S0082,1/6/2023,Late
S0082,1/7/2023,Late
S0082,1/8/2023,Present
S0082,1/9/2023,Present
S0082,1/10/2023,Present
S0082,1/11/2023,Late
S0082,1/12/2023,Late
S0082,1/13/2023,Present
S0082,1/14/2023,Absent
S0082,1/15/2023,Absent
S0082,1/16/2023,Present
S0082,1/17/2023,Present
S0082,1/18/2023,Late
S0082,1/19/2023,Present
S0082,1/20/2023,Present
S0082,1/21/2023,Absent
S0082,1/22/2023,Present
S0082,1/23/2023,Late
S0082,1/24/2023,Absent
S0082,1/25/2023,Late
S0082,1/26/2023,Late
S0082,1/27/2023,Absent
S0082,1/28/2023,Late
S0082,1/29/2023,Late
S0082,1/30/2023,Absent
S0082,1/31/2023,Late
S0082,2/1/2023,Late
S0082,2/2/2023,Absent
S0082,2/3/2023,Late
S0082,2/4/2023,Absent
S0082,2/5/2023,Absent
S0082,2/6/2023,Absent
S0082,2/7/2023,Present
S0082,2/8/2023,Present
S0082,2/9/2023,Absent
S0082,2/10/2023,Present
S0082,2/11/2023,Absent
S0082,2/12/2023,Present
S0082,2/13/2023,Present
S0082,2/14/2023,Late
S0082,2/15/2023,Present
S0082,2/16/2023,Late
S0082,2/17/2023,Present
S0082,2/18/2023,Absent
S0082,2/19/2023,Late
S0083,1/1/2023,Present
S0083,1/2/2023,Present
S0083,1/3/2023,Absent
S0083,1/4/2023,Late
S0083,1/5/2023,Absent
S0083,1/6/2023,Late
S0083,1/7/2023,Absent
S0083,1/8/2023,Present
S0083,1/9/2023,Absent
S0083,1/10/2023,Present
S0083,1/11/2023,Present
S0083,1/12/2023,Absent
S0083,1/13/2023,Present
S0083,1/14/2023,Present
S0083,1/15/2023,Absent
S0083,1/16/2023,Present
S0083,1/17/2023,Late
S0083,1/18/2023,Present
S0083,1/19/2023,Present
S0083,1/20/2023,Absent
S0083,1/21/2023,Absent
S0083,1/22/2023,Present
S0083,1/23/2023,Late
S0083,1/24/2023,Late
S0083,1/25/2023,Absent
S0083,1/26/2023,Present
S0083,1/27/2023,Present
S0083,1/28/2023,Present
S0083,1/29/2023,Present
S0083,1/30/2023,Absent
S0083,1/31/2023,Present
S0083,2/1/2023,Present
S0083,2/2/2023,Absent
S0083,2/3/2023,Late
S0083,2/4/2023,Present
S0083,2/5/2023,Absent
S0083,2/6/2023,Late
S0083,2/7/2023,Present
S0083,2/8/2023,Present
S0083,2/9/2023,Present
S0083,2/10/2023,Present
S0083,2/11/2023,Present
S0083,2/12/2023,Absent
S0083,2/13/2023,Present
S0083,2/14/2023,Present
S0083,2/15/2023,Late
S0083,2/16/2023,Present
S0083,2/17/2023,Absent
S0083,2/18/2023,Late
S0083,2/19/2023,Present
S0084,1/1/2023,Absent
S0084,1/2/2023,Present
S0084,1/3/2023,Absent
S0084,1/4/2023,Absent
S0084,1/5/2023,Present
S0084,1/6/2023,Absent
S0084,1/7/2023,Absent
S0084,1/8/2023,Late
S0084,1/9/2023,Present
S0084,1/10/2023,Late
S0084,1/11/2023,Late
S0084,1/12/2023,Absent
S0084,1/13/2023,Late
S0084,1/14/2023,Present
S0084,1/15/2023,Present
S0084,1/16/2023,Present
S0084,1/17/2023,Present
S0084,1/18/2023,Present
S0084,1/19/2023,Present
S0084,1/20/2023,Late
S0084,1/21/2023,Absent
S0084,1/22/2023,Late
S0084,1/23/2023,Absent
S0084,1/24/2023,Absent
S0084,1/25/2023,Late
S0084,1/26/2023,Absent
S0084,1/27/2023,Late
S0084,1/28/2023,Present
S0084,1/29/2023,Present
S0084,1/30/2023,Late
S0084,1/31/2023,Late
S0084,2/1/2023,Present
S0084,2/2/2023,Late
S0084,2/3/2023,Absent
S0084,2/4/2023,Present
S0084,2/5/2023,Absent
S0084,2/6/2023,Present
S0084,2/7/2023,Present
S0084,2/8/2023,Late
S0084,2/9/2023,Absent
S0084,2/10/2023,Present
S0084,2/11/2023,Late
S0084,2/12/2023,Late
S0084,2/13/2023,Absent
S0084,2/14/2023,Present
S0084,2/15/2023,Late
S0084,2/16/2023,Present
S0084,2/17/2023,Absent
S0084,2/18/2023,Late
S0084,2/19/2023,Late
S0085,1/1/2023,Present
S0085,1/2/2023,Present
S0085,1/3/2023,Late
S0085,1/4/2023,Absent
S0085,1/5/2023,Late
S0085,1/6/2023,Late
S0085,1/7/2023,Absent
S0085,1/8/2023,Absent
S0085,1/9/2023,Late
S0085,1/10/2023,Absent
S0085,1/11/2023,Present
S0085,1/12/2023,Absent
S0085,1/13/2023,Late
S0085,1/14/2023,Absent
S0085,1/15/2023,Late
S0085,1/16/2023,Late
S0085,1/17/2023,Absent
S0085,1/18/2023,Late
S0085,1/19/2023,Absent
S0085,1/20/2023,Absent
S0085,1/21/2023,Absent
S0085,1/22/2023,Late
S0085,1/23/2023,Absent
S0085,1/24/2023,Late
S0085,1/25/2023,Late
S0085,1/26/2023,Late
S0085,1/27/2023,Present
S0085,1/28/2023,Present
S0085,1/29/2023,Present
S0085,1/30/2023,Present
S0085,1/31/2023,Absent
S0085,2/1/2023,Present
S0085,2/2/2023,Absent
S0085,2/3/2023,Present
S0085,2/4/2023,Absent
S0085,2/5/2023,Absent
S0085,2/6/2023,Absent
S0085,2/7/2023,Late
S0085,2/8/2023,Present
S0085,2/9/2023,Absent
S0085,2/10/2023,Absent
S0085,2/11/2023,Late
S0085,2/12/2023,Present
S0085,2/13/2023,Present
S0085,2/14/2023,Present
S0085,2/15/2023,Absent
S0085,2/16/2023,Absent
S0085,2/17/2023,Late
S0085,2/18/2023,Absent
S0085,2/19/2023,Present
S0086,1/1/2023,Late
S0086,1/2/2023,Present
S0086,1/3/2023,Absent
S0086,1/4/2023,Late
S0086,1/5/2023,Late
S0086,1/6/2023,Absent
S0086,1/7/2023,Absent
S0086,1/8/2023,Absent
S0086,1/9/2023,Absent
S0086,1/10/2023,Absent
S0086,1/11/2023,Absent
S0086,1/12/2023,Absent
S0086,1/13/2023,Absent
S0086,1/14/2023,Absent
S0086,1/15/2023,Absent
S0086,1/16/2023,Absent
S0086,1/17/2023,Present
S0086,1/18/2023,Present
S0086,1/19/2023,Absent
S0086,1/20/2023,Present
S0086,1/21/2023,Absent
S0086,1/22/2023,Late
S0086,1/23/2023,Present
S0086,1/24/2023,Absent
S0086,1/25/2023,Present
S0086,1/26/2023,Absent
S0086,1/27/2023,Late
S0086,1/28/2023,Late
S0086,1/29/2023,Late
S0086,1/30/2023,Late
S0086,1/31/2023,Present
S0086,2/1/2023,Absent
S0086,2/2/2023,Present
S0086,2/3/2023,Present
S0086,2/4/2023,Present
S0086,2/5/2023,Present
S0086,2/6/2023,Absent
S0086,2/7/2023,Present
